index,factoid_ID,pers_ID,pers_name,alternative_names,event_type,event_after-date,event_before-date,event_start,event_end,event_date,pers_title,pers_function,place_name,inst_name,rel_pers,source_quotations,additional_info,comment,info_dump,source
9938,7122,OCR,Ludwig Zinck,Johann Ludwig Wolfgang,Funktionsausübung,NaN,NaN,1740 # 1741-11-27 # 1742 # 1743 # 1744 # 1746 # 1747 # 1741-12-13,1740 # 1741-11-27 # 1742 # 1743 # 1744 # 1746 # 1747 # 1741-12-13,NaN,NaN,Assessor,Mainz,"Universität Mainz, Philosophische Fakultät",NaN,NaN,"1740 war er Assessor der Artistenfakultät in Mainz, unterschrieb am 27.11.1741, 1742, 1743, 1744, 1746 und 1747 die Fakultätsrechnungen und wurde am 13.12.1741 zum Concilium majus zugelassen",NaN,NaN," Praetorius, Professoren, S.137; 
 Cat. Jes. 1726, S.18 Nr.22; 
 RR I 72r; 
 RPh 104v, 107v, 182v, 185v, 190r, 193v, 199r, 203v; 
 Hofkal. 1745, S.62; 
 1747, S.67; 
 Krafft, Jesuiten, S.350; 
 Heß, Nr.5938; 
 De Back.-Som. VIII, Sp.1507 f.) 
"
9940,7118,OCR,Ludwig Zinck,Johann Ludwig Wolfgang,Studium,NaN,NaN,1721 # 1722,1721 # 1722,NaN,"bacc., phil./mag., phil.",Student,Mainz,Universität Mainz],NaN,NaN,"Studium in Mainz, 1721 bacc. phil., 1722 mag. phil.",NaN,NaN," Praetorius, Professoren, S.137; 
 Cat. Jes. 1726, S.18 Nr.22; 
 RR I 72r; 
 RPh 104v, 107v, 182v, 185v, 190r, 193v, 199r, 203v; 
 Hofkal. 1745, S.62; 
 1747, S.67; 
 Krafft, Jesuiten, S.350; 
 Heß, Nr.5938; 
 De Back.-Som. VIII, Sp.1507 f.) 
"
9953,6615,OCR,Lukas Opffermann,Opfermann,Funktionsausübung,1740 # 8.11.1748,1748,NaN,NaN,NaN,NaN,Professor,"Fulda, Würzburg",NaN,NaN,NaN,"1740-1748 Professor der Mathematik in Würzburg, ab 8.11.1748 in Fulda (Mathematik)",NaN,NaN," Praetorius, Professoren, S.137; 
 Cat. Jes. 1726, S.67 Nr.15; 
 RPh 120r, 126r, 149r, 152v; 
 Matr. Würzburg, Nr.13200; 
 Logermann, S.90 f.; 
 Reindl, S.68 Nr.49 hier: * 24.2. 1691; 
 Krafft, Jesuiten, S.342; 
 Heß, Nr.6703; 
 De Back.-Som. V, Sp.1922-24 hier: * 24.2. 1690; 
 Werner August Mühl, Die Aufklärung an der Universität Fulda mit besonderer Berücksichtigung der philosophischen und juristischen Fakultät, 1734-1805, Diss.Mainz 1961, S.17 Anm.25 hier: * 24.2.1690) 
"
9958,6611,OCR,Lukas Opffermann,Opfermann,Funktionsausübung,NaN,NaN,1725 # 1726 # 1727,1725 # 1726 # 1727,NaN,NaN,Lehrer,Mainz,"Universität Mainz, Philosophische Fakultät",NaN,NaN,"er lehrte 1725 Physik an der Artistenfakultät in Mainz, 1726 Metaphysik und Ethik und war 1727 Promotor",NaN,NaN," Praetorius, Professoren, S.137; 
 Cat. Jes. 1726, S.67 Nr.15; 
 RPh 120r, 126r, 149r, 152v; 
 Matr. Würzburg, Nr.13200; 
 Logermann, S.90 f.; 
 Reindl, S.68 Nr.49 hier: * 24.2. 1691; 
 Krafft, Jesuiten, S.342; 
 Heß, Nr.6703; 
 De Back.-Som. V, Sp.1922-24 hier: * 24.2. 1690; 
 Werner August Mühl, Die Aufklärung an der Universität Fulda mit besonderer Berücksichtigung der philosophischen und juristischen Fakultät, 1734-1805, Diss.Mainz 1961, S.17 Anm.25 hier: * 24.2.1690) 
"
9987,2027,OCR,Markus Schönman,"Scheman, Schoman",Funktionsausübung,1664 # 15.9.1667,1668,NaN,NaN,NaN,NaN,Professor,Bamberg,"Universität Bamberg, Theologische Fakultät",NaN,NaN,"1664-1668 war er Professor der Theologie (Dogmatik) in Bamberg und wurde dort am 15.9.1667 zum Baccalaureus biblicus und form, promoviert",NaN,NaN," Praetorius, Professoren, S.135; 
 Cat. Jes. 1658, S.35 Nr.11; 
 Senatsprot.I, 123r, 134r; 
 Aula hon., S. 5 f.; 
 Wolf, Eichsfeldia, S. 182-185; 
 De Back.-Som. VII, Sp.853-855; 
 IX, Sp.846; 
 Weber, S. 664 f.; 
 Heß, Nr.1071; 
 Krafft, Jesuiten, S.345) 
"
9988,2023,OCR,Markus Schönman,"Scheman, Schoman",Funktionsausübung,1655,1656,1653 # 1654 # 1655,1653 # 1654 # 1655,NaN,NaN,Dekan,Mainz,"Universität Mainz, Philosophische Fakultät",NaN,NaN,"1653 kam er nach Mainz und lehrte an der Artistenfakultät Logik, 1654 Physik, 1655 Metapysik und war 1655-1656 Dekan der Fakultät",NaN,NaN," Praetorius, Professoren, S.135; 
 Cat. Jes. 1658, S.35 Nr.11; 
 Senatsprot.I, 123r, 134r; 
 Aula hon., S. 5 f.; 
 Wolf, Eichsfeldia, S. 182-185; 
 De Back.-Som. VII, Sp.853-855; 
 IX, Sp.846; 
 Weber, S. 664 f.; 
 Heß, Nr.1071; 
 Krafft, Jesuiten, S.345) 
"
9989,2023,OCR,Markus Schönman,"Scheman, Schoman",Funktionsausübung,1655,1656,1653 # 1654 # 1655,1653 # 1654 # 1655,NaN,NaN,Lehrer,Mainz,"Universität Mainz, Philosophische Fakultät",NaN,NaN,"1653 kam er nach Mainz und lehrte an der Artistenfakultät Logik, 1654 Physik, 1655 Metapysik und war 1655-1656 Dekan der Fakultät",NaN,NaN," Praetorius, Professoren, S.135; 
 Cat. Jes. 1658, S.35 Nr.11; 
 Senatsprot.I, 123r, 134r; 
 Aula hon., S. 5 f.; 
 Wolf, Eichsfeldia, S. 182-185; 
 De Back.-Som. VII, Sp.853-855; 
 IX, Sp.846; 
 Weber, S. 664 f.; 
 Heß, Nr.1071; 
 Krafft, Jesuiten, S.345) 
"
9998,1891,OCR,Marquard Rothenhan,Rotenhan,Funktionsausübung,NaN,NaN,1722 # 1723,1722 # 1723,NaN,NaN,Dekan,Heidelberg,Universität Heidelberg,NaN,NaN,1722 und 1723 war er Professor der Philosophie und Dekan der Artisten-Fakultät in Heidelberg,NaN,NaN," Praetorius, Professoren, S.137; 
 Cat. Jes. 1726, S.66 Nr.14; 
 Matr. Würzburg, Nr.12489; 
 Matr. Heidelberg IV, S.48 Anm.3 u. 434; 
 RPh 122v; 
 De Back.-Som. VII, Sp.208 f.; 
 Krafft, Jesuiten, S.344) 
"
9999,1891,OCR,Marquard Rothenhan,Rotenhan,Funktionsausübung,NaN,NaN,1722 # 1723,1722 # 1723,NaN,NaN,Professor,Heidelberg,Universität Heidelberg,NaN,NaN,1722 und 1723 war er Professor der Philosophie und Dekan der Artisten-Fakultät in Heidelberg,NaN,NaN," Praetorius, Professoren, S.137; 
 Cat. Jes. 1726, S.66 Nr.14; 
 Matr. Würzburg, Nr.12489; 
 Matr. Heidelberg IV, S.48 Anm.3 u. 434; 
 RPh 122v; 
 De Back.-Som. VII, Sp.208 f.; 
 Krafft, Jesuiten, S.344) 
"
10032,3359,OCR,Martin Hohenstatt,Hoenstatt,Funktionsausübung,NaN,NaN,1649-12-20 # 1651-02-07 # 1652-02-06,1649-12-20 # 1651-02-07 # 1652-02-06,NaN,NaN,Sonstiges,NaN,NaN,NaN,NaN,"Teilnahme an der Senatssitzung am 20.12.1649, 7.2.1651 und 6.2.1652",NaN,NaN," Nom. rev., S.20; 
 Borg. B. 31.3.1604, 22/ 71v; 
 Senatsprot. I, 102v, 109v, lllr) 
"
10045,1486,OCR,Martin Ludwig,NaN,Funktionsausübung,1714 # 1725 # 1735,1716 # 1726 # 1738,NaN,NaN,NaN,NaN,Lehrer,"Bamberg, Mainz","Universität Mainz, Theologische Fakultät",NaN,NaN,"1714-1716 war er Professor der Theologie (Moral) in Bamberg, kam wieder nach Mainz zurück und lehrte hier 1725-1726 sowie 1735-1738 Polemik und Moral an der Theologischen Fakultät",NaN,NaN," Praetorius, Professoren, S.95 u. 136; 
 RPh lv, 2r, 66r; 
 RTh 25r; 
 Aula hon., S.9; 
 RR I 39v; 
 Krafft, Jesuiten, S.340; 
 Stosiek, S.74 hier: * zu Mainz; 
 auch Brück, Theol. Fak., S.9 u. 156 sagt: * zu Mainz; 
 Prot, theol. Fak.1711, S.21; 
 Matr. Würzburg, Nr.9746; 
 Reindl, S.91; 
 Cat. Jes.1726, S.65 Nr.7; 
 Weber, S.628; 
 Wegele, S. 408; 
 Heß, Nr.4237; 
 De Back.-Som. V, Sp.173) 
"
10046,1486,OCR,Martin Ludwig,NaN,Funktionsausübung,1714 # 1725 # 1735,1716 # 1726 # 1738,NaN,NaN,NaN,NaN,Professor,"Bamberg, Mainz","Universität Mainz, Theologische Fakultät",NaN,NaN,"1714-1716 war er Professor der Theologie (Moral) in Bamberg, kam wieder nach Mainz zurück und lehrte hier 1725-1726 sowie 1735-1738 Polemik und Moral an der Theologischen Fakultät",NaN,NaN," Praetorius, Professoren, S.95 u. 136; 
 RPh lv, 2r, 66r; 
 RTh 25r; 
 Aula hon., S.9; 
 RR I 39v; 
 Krafft, Jesuiten, S.340; 
 Stosiek, S.74 hier: * zu Mainz; 
 auch Brück, Theol. Fak., S.9 u. 156 sagt: * zu Mainz; 
 Prot, theol. Fak.1711, S.21; 
 Matr. Würzburg, Nr.9746; 
 Reindl, S.91; 
 Cat. Jes.1726, S.65 Nr.7; 
 Weber, S.628; 
 Wegele, S. 408; 
 Heß, Nr.4237; 
 De Back.-Som. V, Sp.173) 
"
10068,1632,OCR,Martin Molitor,NaN,Funktionsausübung,1733 # 1739,1735 # 1745,1733,1733,NaN,NaN,Rektor,"Bamberg, Mainz, Mannheim",Universität Bamberg/ Universität Mainz/Universität Mannheim,NaN,NaN,"1733 Rektor des Kollegs in Bamberg, 1733-1735 Rektor des Kollegs in Mannheim und 1739-1745 Rektor des Mainzer Kollegs",NaN,NaN," Praetorius, Professoren, S.95; 
 Stosiek, S. 81 f. hier: * in Stadtsteinach; 
 Cat. Jes. 1726, S.15 Nr.8; 
 RR I 62r, 88r; 
 Prot, theol. Fak.1740, Bl.46b; 
 RTh 31v; 
 Brück, Theol.Fak., S.154; 
 Weber, S.633, 635, 641; 
 Reindl, S.91; 
 Heß, Nr.12866; 
 Matr. Würzburg, Nr.12763; 
 Hofkal.1741, S.63; 
 1745, S.61; 
 1747, S.65; 
 De Back.-Som. V, Sp.1184 f.) 
"
10084,1744,OCR,Martin Nickenich,NaN,Funktionsausübung,NaN,NaN,1693-12-17 # 1694 # 1695 # 1696-12-18,1693-12-17 # 1694 # 1695 # 1696-12-18,NaN,NaN,Rektor,Mainz,Universität Mainz,NaN,NaN,"17.12.1693, 1694 und 1695 war er Rektor der Mainzer Universität bis 18.12.1696",NaN,NaN," Praetorius, Professoren, S.92; 
 Reg. Univ. Mog., S.39 f.; 
 Aula hon., S.10; 
 Rupprecht, S.201-213, 390, 444)
"
10111,3506,OCR,Martin Simplicius Mayer,NaN,Promotion,NaN,NaN,1760-02-05 # 1760,1760-02-05 # 1760,NaN,Dr.,Promovend,NaN,NaN,NaN,NaN,er wurde am 5.2.1760 zum Dr. jur. promoviert unter Hahn und im Februar 1760 zum Concilium majus zugelassen,NaN,NaN," Praetorius, Professoren, S.100; 
 RPh 194v; 
 RR I 81v, 154r; 
 Prot. jur. Fac., B1.82v, 87r; 
 Senatsprot. II, Bl.lOlv; 
 Schmidt Scharff, S.304; 
 Hofkal.1769, S.55; 
 1790, S. 143; 
 1794, S.148; 
 1797, S.lll) 
"
10126,1250,OCR,Mathias Hönicke,NaN,Funktionsausübung,NaN,NaN,1711 # 1719 # 1721,1711 # 1719 # 1721,NaN,NaN,Professor,"Heidelberg, Mainz",NaN,NaN,NaN,"1711 Professor der Theologie in Heidelberg, 1719 Rektor der Heidelberger Universität und 1721 wieder Professor der Theologie (Polemik) in Mainz",NaN,NaN," Praetorius, Professoren, S.136; 
 RPh 36v; 
 Aula hon., S.10; 
 Cat. Jes.1711, B1.9v, Nr.7; 
 Weber, S.228, 667; 
 Matr. Würzburg, Nr.9220; 
 Matr. Heidelberg IV, S.43 u. VI, S.708 Nr. 467; 
 Uhlenbrock, S.117-120; 
 Krafft, Jesuiten S.337; 
 De Back.-Som. IV, Sp.415 ff., XI, Sp. 1505) 
"
10127,1250,OCR,Mathias Hönicke,NaN,Funktionsausübung,NaN,NaN,1711 # 1719 # 1721,1711 # 1719 # 1721,NaN,NaN,Rektor,"Heidelberg, Mainz",NaN,NaN,NaN,"1711 Professor der Theologie in Heidelberg, 1719 Rektor der Heidelberger Universität und 1721 wieder Professor der Theologie (Polemik) in Mainz",NaN,NaN," Praetorius, Professoren, S.136; 
 RPh 36v; 
 Aula hon., S.10; 
 Cat. Jes.1711, B1.9v, Nr.7; 
 Weber, S.228, 667; 
 Matr. Würzburg, Nr.9220; 
 Matr. Heidelberg IV, S.43 u. VI, S.708 Nr. 467; 
 Uhlenbrock, S.117-120; 
 Krafft, Jesuiten S.337; 
 De Back.-Som. IV, Sp.415 ff., XI, Sp. 1505) 
"
10130,1246,OCR,Mathias Hönicke,NaN,Funktionsausübung,1689 # 1699,1690 # 1701,1691-11-27,1691-11-27,NaN,NaN,Lehrer,"Mainz, Würzburg","Universität Mainz, Philosophische Fakultät",NaN,NaN,"1689-1690 lehrte er in Mainz Rhetorik, wurde am 27.11.1691 in Würzburg immatrikuliert und war von 1699-1701 wieder in Mainz als Professor der Logik Physik und Metaphysik an der Artistenfakultät",NaN,NaN," Praetorius, Professoren, S.136; 
 RPh 36v; 
 Aula hon., S.10; 
 Cat. Jes.1711, B1.9v, Nr.7; 
 Weber, S.228, 667; 
 Matr. Würzburg, Nr.9220; 
 Matr. Heidelberg IV, S.43 u. VI, S.708 Nr. 467; 
 Uhlenbrock, S.117-120; 
 Krafft, Jesuiten S.337; 
 De Back.-Som. IV, Sp.415 ff., XI, Sp. 1505) 
"
10131,1246,OCR,Mathias Hönicke,NaN,Funktionsausübung,1689 # 1699,1690 # 1701,1691-11-27,1691-11-27,NaN,NaN,Professor,"Mainz, Würzburg","Universität Mainz, Philosophische Fakultät",NaN,NaN,"1689-1690 lehrte er in Mainz Rhetorik, wurde am 27.11.1691 in Würzburg immatrikuliert und war von 1699-1701 wieder in Mainz als Professor der Logik Physik und Metaphysik an der Artistenfakultät",NaN,NaN," Praetorius, Professoren, S.136; 
 RPh 36v; 
 Aula hon., S.10; 
 Cat. Jes.1711, B1.9v, Nr.7; 
 Weber, S.228, 667; 
 Matr. Würzburg, Nr.9220; 
 Matr. Heidelberg IV, S.43 u. VI, S.708 Nr. 467; 
 Uhlenbrock, S.117-120; 
 Krafft, Jesuiten S.337; 
 De Back.-Som. IV, Sp.415 ff., XI, Sp. 1505) 
"
10144,6508,OCR,Mathias Metternich,NaN,Funktionsausübung,NaN,NaN,1798 # 1799,1798 # 1799,NaN,NaN,Leiter,Mainz,Universität Mainz],NaN,NaN,er war Mitglied der Zentralverwaltung des Departements Donnersberg 1798 und 1799 Leiter des Denunziationsbüros Mainz,NaN,NaN," Praetorius, Professoren, S.139 hier: * 1758, + 13.9.1825; 
 Matr. Göttingen, Nr. 13689; 
 RR II 364; 
 Hansen I, S.47 Nr.11; 
 Scriba 2, S.481 f.; 
 Franz Dumont, RheinischDeutscher Nationalkonvent, in: Archiv f.hessische Geschichte und Altertumskunde NF 40, 1982, S.170 f.) 
"
10145,6508,OCR,Mathias Metternich,NaN,Funktionsausübung,NaN,NaN,1798 # 1799,1798 # 1799,NaN,NaN,Mitglied,Mainz,Universität Mainz],NaN,NaN,er war Mitglied der Zentralverwaltung des Departements Donnersberg 1798 und 1799 Leiter des Denunziationsbüros Mainz,NaN,NaN," Praetorius, Professoren, S.139 hier: * 1758, + 13.9.1825; 
 Matr. Göttingen, Nr. 13689; 
 RR II 364; 
 Hansen I, S.47 Nr.11; 
 Scriba 2, S.481 f.; 
 Franz Dumont, RheinischDeutscher Nationalkonvent, in: Archiv f.hessische Geschichte und Altertumskunde NF 40, 1982, S.170 f.) 
"
10148,6499,OCR,Mathias Metternich,NaN,Immatrikulation,NaN,NaN,1784 # 1784,1784 # 1784,NaN,NaN,Sonstiges,Göttingen,NaN,NaN,NaN,er studierte in Göttingen Mathematik 1784 und wurde dort am 3.12. 1784 immatrikuliert,NaN,NaN," Praetorius, Professoren, S.139 hier: * 1758, + 13.9.1825; 
 Matr. Göttingen, Nr. 13689; 
 RR II 364; 
 Hansen I, S.47 Nr.11; 
 Scriba 2, S.481 f.; 
 Franz Dumont, RheinischDeutscher Nationalkonvent, in: Archiv f.hessische Geschichte und Altertumskunde NF 40, 1982, S.170 f.) 
"
10149,6499,OCR,Mathias Metternich,NaN,Immatrikulation,NaN,NaN,1784 # 1784,1784 # 1784,NaN,NaN,Sonstiges,Göttingen,NaN,NaN,NaN,er studierte in Göttingen Mathematik 1784 und wurde dort am 3.12. 1784 immatrikuliert,NaN,NaN," Praetorius, Professoren, S.139 hier: * 1758, + 13.9.1825; 
 Matr. Göttingen, Nr. 13689; 
 RR II 364; 
 Hansen I, S.47 Nr.11; 
 Scriba 2, S.481 f.; 
 Franz Dumont, RheinischDeutscher Nationalkonvent, in: Archiv f.hessische Geschichte und Altertumskunde NF 40, 1982, S.170 f.) 
"
10151,reconstruction,OCR,Mathias Metternich,NaN,Studium,NaN,NaN,1784 # 1784,NaN,1784 # 1784,NaN,Student,Göttingen,NaN,NaN,NaN,er studierte in Göttingen Mathematik 1784 und wurde dort am 3.12. 1784 immatrikuliert,NaN,NaN," Praetorius, Professoren, S.139 hier: * 1758, + 13.9.1825; 
 Matr. Göttingen, Nr. 13689; 
 RR II 364; 
 Hansen I, S.47 Nr.11; 
 Scriba 2, S.481 f.; 
 Franz Dumont, RheinischDeutscher Nationalkonvent, in: Archiv f.hessische Geschichte und Altertumskunde NF 40, 1982, S.170 f.) 
"
10216,reconstruction,OCR,Matthias Starck,NaN,Funktionsausübung,NaN,NaN,1655 # 1655,NaN,1655 # 1655,NaN,Lehrer,Bingen,NaN,NaN,NaN,"1655 erhielt er die Priesterweihe, kam im Herbst 1655 als Kaplan nach Bingen und war Lehrer an der dortigen Lateinschule",NaN,NaN," Praetorius, Professoren, S.94; 
 Verzeichnis theol. Fak., S.10; 
 Aula hon., S.9; 
 HDM, S. 70, 348; 
 Severus PM, S.81, 242, 246 f.; 
 Reg. Univ. Mog., S.36 f.; 
 Schürmann, S.106; 
 RTh 4v, 6v; 
 Brück, Theol. Fak., S.153; 
 Necr. Barth., S.20; 
 Natale IV, S.34; 
 StAD VI,l/8,2 Fo.3; 
 L. Lenhart, Zwei Mainzer Weihbischöfe des 17. Jahrhunderts als ehemalige Heppenheimer Pfarrer, Adolph Gottfried Volusius 1676-1679 und Matthias Starck 1679-1708, in: 1200 Jahre Heppenheim, 1955, S. 140-146; 
 Mainzer Zeitschrift 62, 1967, S.109 Anm.30; 
 Bruder, S.26-29) 
"
10217,reconstruction,OCR,Matthias Starck,NaN,Funktionsausübung,NaN,NaN,1655 # 1655,NaN,1655 # 1655,NaN,Priester,Bingen,NaN,NaN,NaN,"1655 erhielt er die Priesterweihe, kam im Herbst 1655 als Kaplan nach Bingen und war Lehrer an der dortigen Lateinschule",NaN,NaN," Praetorius, Professoren, S.94; 
 Verzeichnis theol. Fak., S.10; 
 Aula hon., S.9; 
 HDM, S. 70, 348; 
 Severus PM, S.81, 242, 246 f.; 
 Reg. Univ. Mog., S.36 f.; 
 Schürmann, S.106; 
 RTh 4v, 6v; 
 Brück, Theol. Fak., S.153; 
 Necr. Barth., S.20; 
 Natale IV, S.34; 
 StAD VI,l/8,2 Fo.3; 
 L. Lenhart, Zwei Mainzer Weihbischöfe des 17. Jahrhunderts als ehemalige Heppenheimer Pfarrer, Adolph Gottfried Volusius 1676-1679 und Matthias Starck 1679-1708, in: 1200 Jahre Heppenheim, 1955, S. 140-146; 
 Mainzer Zeitschrift 62, 1967, S.109 Anm.30; 
 Bruder, S.26-29) 
"
10226,2119,OCR,Matthias Starck,NaN,Funktionsausübung,NaN,NaN,1671 # 1672,1671 # 1672,NaN,NaN,Dekan,Frankfurt am Main,Stift St. Bartholomäus Frankfurt am Main,NaN,NaN,"1671 Kanoniker an St. Bartholomäus in Frankfurt, 1672 Dekan dort, auch apostolischer Protonotar",NaN,NaN," Praetorius, Professoren, S.94; 
 Verzeichnis theol. Fak., S.10; 
 Aula hon., S.9; 
 HDM, S. 70, 348; 
 Severus PM, S.81, 242, 246 f.; 
 Reg. Univ. Mog., S.36 f.; 
 Schürmann, S.106; 
 RTh 4v, 6v; 
 Brück, Theol. Fak., S.153; 
 Necr. Barth., S.20; 
 Natale IV, S.34; 
 StAD VI,l/8,2 Fo.3; 
 L. Lenhart, Zwei Mainzer Weihbischöfe des 17. Jahrhunderts als ehemalige Heppenheimer Pfarrer, Adolph Gottfried Volusius 1676-1679 und Matthias Starck 1679-1708, in: 1200 Jahre Heppenheim, 1955, S. 140-146; 
 Mainzer Zeitschrift 62, 1967, S.109 Anm.30; 
 Bruder, S.26-29) 
"
10227,2119,OCR,Matthias Starck,NaN,Funktionsausübung,NaN,NaN,1671 # 1672,1671 # 1672,NaN,NaN,Kapitularherr,Frankfurt am Main,Stift St. Bartholomäus Frankfurt am Main,NaN,NaN,"1671 Kanoniker an St. Bartholomäus in Frankfurt, 1672 Dekan dort, auch apostolischer Protonotar",NaN,NaN," Praetorius, Professoren, S.94; 
 Verzeichnis theol. Fak., S.10; 
 Aula hon., S.9; 
 HDM, S. 70, 348; 
 Severus PM, S.81, 242, 246 f.; 
 Reg. Univ. Mog., S.36 f.; 
 Schürmann, S.106; 
 RTh 4v, 6v; 
 Brück, Theol. Fak., S.153; 
 Necr. Barth., S.20; 
 Natale IV, S.34; 
 StAD VI,l/8,2 Fo.3; 
 L. Lenhart, Zwei Mainzer Weihbischöfe des 17. Jahrhunderts als ehemalige Heppenheimer Pfarrer, Adolph Gottfried Volusius 1676-1679 und Matthias Starck 1679-1708, in: 1200 Jahre Heppenheim, 1955, S. 140-146; 
 Mainzer Zeitschrift 62, 1967, S.109 Anm.30; 
 Bruder, S.26-29) 
"
10263,2377,OCR,Maximilian Würdtwein,NaN,Studium,NaN,NaN,1763-09-06 # 1764,1763-09-06 # 1764,NaN,"bacc., phil./mag., phil.",Student,"Amorbach, Mainz",NaN,NaN,NaN,"Amorbach studierte in Mainz, 6.9.1763 bacc. phil., 1764 mag. phil.",NaN,NaN," Praetorius, Professoren, S.96; 
 RPh 259v, 262r; 
 StAD VI,1/25,1 Fo.157; 
 Prot, theol. Fak.1767, Bl.70a, 70b; 
 1769, Bl.71b; 
 1779, Bl.83a; 
 RTh 69v; 
 Brück, Theol. Fak., S.48 Anm. 36 und S.155) 
"
10287,32,OCR,Melchior Ambach,Ombach,Funktionsausübung,NaN,NaN,1523 # 1529,1523 # 1529,NaN,NaN,Pfarrer,"Neckarsteinach, Bingen, Baden",NaN,NaN,NaN,"1523 Pfarrer von St. Martin in Bingen, dann Pfarrer in Baden und 1529 in Neckarsteinach",NaN,NaN," Praetorius, Professoren, S.93; 
 Knodt, Commentatio II, S.45; 
 HDM, S.154; 
 Herrmann, Ev. Bew., S.109 f.; 
 Fr.Falk, in: Archiv für Frankfurts Geschichte und Kunst F.3, Bd.6, 1899, S.323-325
"
10299,448,OCR,Melchior Cornaeus,NaN,Funktionsausübung,NaN,NaN,1628 # 1629 # 1629,1628 # 1629 # 1629,NaN,NaN,Sonstiges,Würzburg,NaN,NaN,NaN,"von Oktober 1628 bis Oktober 1629 absolvierte er zu Würzburg das Tertiat, bestand dort 1629 das Theologie-Examen",NaN,NaN," NDB 3, S.362; 
 De Back.-Som. II, Sp.1467/71; 
 Wegele, S.363; 
 Cat. Jes.1658, S.28; 
 Matr. Heidelberg II, 313; 
 Matr. Würzburg, Nr.4918; 
 Verzeichnis theol. Fak., S.6; 
 Krafft, Jesuiten, S.330; 
 Senatsprot. I, B1.67r, 70r, 84r, 104v, lllr, 114v; 
 Alexander Persijn, Pfälzische Studenten und ihre Ausweichuniversitäten während des Dreißigjährigen Krieges, Phil. Diss. Mainz 1959, S.130) 
"
10300,453,OCR,Melchior Cornaeus,NaN,Funktionsausübung,1643,1649,1643 # 1646 # 1648 # 1651 # 1652,1643 # 1646 # 1648 # 1651 # 1652,NaN,NaN,Professor,Mainz,"Universität Mainz, Theologische Fakultät",NaN,NaN,"von 1643-1649 war er in Mainz Professor der Scholastischen Theologie und Polemik (September 1643, 1646, 1648, 1651 und 1652 als Examinator im Phil.-Examen erwähnt)",NaN,NaN," NDB 3, S.362; 
 De Back.-Som. II, Sp.1467/71; 
 Wegele, S.363; 
 Cat. Jes.1658, S.28; 
 Matr. Heidelberg II, 313; 
 Matr. Würzburg, Nr.4918; 
 Verzeichnis theol. Fak., S.6; 
 Krafft, Jesuiten, S.330; 
 Senatsprot. I, B1.67r, 70r, 84r, 104v, lllr, 114v; 
 Alexander Persijn, Pfälzische Studenten und ihre Ausweichuniversitäten während des Dreißigjährigen Krieges, Phil. Diss. Mainz 1959, S.130) 
"
10308,398,OCR,Melchior Kirchner,NaN,Amtsantritt,NaN,NaN,1724 # 1729 # 1734,1724 # 1729 # 1734,NaN,NaN,Professor,"Bamberg, Heidelberg",NaN,NaN,NaN,"in den Herbstferien 1724 ging er nach Heidelberg und später nach Bamberg, wo er 1729 und 1734 Professor der Mathematik war",NaN,NaN," Praetorius, Professoren, S.95; 
 Cat. Jes. 1726, S.42 Nr.4; 
 Prot, theol. Fak.1724, Bl. 31b; 
 Krafft, Jesuiten, S.338; 
 Uhlenbrock, S.107 f.; 
 De Back.-Som. IV, Sp.1080; 
 Brück, Theol. Fak., S.153; 
 RTh 23r) 
"
10309,398,OCR,Melchior Kirchner,NaN,Amtsantritt,NaN,NaN,NaN,NaN,1724 # 1729 # 1734,NaN,Professor,"Bamberg, Heidelberg",NaN,NaN,NaN,"in den Herbstferien 1724 ging er nach Heidelberg und später nach Bamberg, wo er 1729 und 1734 Professor der Mathematik war",NaN,NaN," Praetorius, Professoren, S.95; 
 Cat. Jes. 1726, S.42 Nr.4; 
 Prot, theol. Fak.1724, Bl. 31b; 
 Krafft, Jesuiten, S.338; 
 Uhlenbrock, S.107 f.; 
 De Back.-Som. IV, Sp.1080; 
 Brück, Theol. Fak., S.153; 
 RTh 23r) 
"
10310,398,OCR,Melchior Kirchner,NaN,Amtsantritt,NaN,NaN,1724 # 1729 # 1734,1724 # 1729 # 1734,1724 # 1729 # 1734,NaN,Professor,"Bamberg, Heidelberg",NaN,NaN,NaN,"in den Herbstferien 1724 ging er nach Heidelberg und später nach Bamberg, wo er 1729 und 1734 Professor der Mathematik war",NaN,NaN," Praetorius, Professoren, S.95; 
 Cat. Jes. 1726, S.42 Nr.4; 
 Prot, theol. Fak.1724, Bl. 31b; 
 Krafft, Jesuiten, S.338; 
 Uhlenbrock, S.107 f.; 
 De Back.-Som. IV, Sp.1080; 
 Brück, Theol. Fak., S.153; 
 RTh 23r) 
"
10312,394,OCR,Melchior Kirchner,NaN,Funktionsausübung,NaN,NaN,1695 # 1696,1695 # 1696,NaN,NaN,Lehrer,"Heidelberg, Würzburg",NaN,NaN,NaN,"er studierte in Heidelberg, war Professor in Würzburg und lehrte dort 1695 Humaniora und 1696 Rhetorik",NaN,NaN," Praetorius, Professoren, S.95; 
 Cat. Jes. 1726, S.42 Nr.4; 
 Prot, theol. Fak.1724, Bl. 31b; 
 Krafft, Jesuiten, S.338; 
 Uhlenbrock, S.107 f.; 
 De Back.-Som. IV, Sp.1080; 
 Brück, Theol. Fak., S.153; 
 RTh 23r) 
"
